productId,ProductName,Image,Category_Name,Price_Category,isDual,Units,PriceperUnit,MinUnitsperPlate,Units2,PriceperUnits2,MinUnits2perPlate
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
